"Original asset URL","Type","HTTP status","Local file","Size (bytes)","Status","Note"
"https://fonts.googleapis.com/css2?display=swap&family=Inter%3Aital%2Copsz%2Cwght%400%2C14..32%2C100..900%3B1%2C14..32%2C100..900&family=Lexend+Zetta%3Awght%40100..900","css","200","assets/css/css2.css","6255","done",""
"https://www.altermind.studio/_nuxt/default.CzCFUfM3.css","css","200","assets/css/default.CzCFUfM3.css","1296","done",""
"https://www.altermind.studio/_nuxt/BaseButton.8sL3Qqxk.css","css","200","assets/css/BaseButton.8sL3Qqxk.css","491","done",""
"https://www.altermind.studio/_nuxt/ImageSimple.D_dJlSj1.css","css","200","assets/css/ImageSimple.D_dJlSj1.css","91","done",""
"https://www.altermind.studio/_nuxt/index.TdPfL-lO.css","css","200","assets/css/index.TdPfL-lO.css","2000","done",""
"https://www.altermind.studio/_nuxt/index.JQ2mpfpS.css","css","200","assets/css/index.JQ2mpfpS.css","976","done",""
"https://www.altermind.studio/_payload.json?50578152-4663-43c0-a3a2-ce2d09c99a7f=","json","200","assets/data/_payload.json","69","done",""
"https://www.altermind.studio/_nuxt/MLVXKPYZ.js","js","200","assets/js/MLVXKPYZ.js","1684809","done",""
"https://www.altermind.studio/_nuxt/C_6UYrb6.js","js","200","assets/js/C_6UYrb6.js","29686","done",""
"https://www.altermind.studio/_nuxt/B5OPPqTp.js","js","200","assets/js/B5OPPqTp.js","1066","done",""
"https://www.altermind.studio/_nuxt/D4M30T7o.js","js","200","assets/js/D4M30T7o.js","1391","done",""
"https://www.altermind.studio/_nuxt/DgrsSPVJ.js","js","200","assets/js/DgrsSPVJ.js","558","done",""
"https://www.altermind.studio/_nuxt/BFzkXxRd.js","js","200","assets/js/BFzkXxRd.js","578","done",""
"https://www.altermind.studio/_nuxt/C03a86YT.js","js","200","assets/js/C03a86YT.js","167425","done",""
"https://www.altermind.studio/_nuxt/X9lrpXF_.js","js","200","assets/js/X9lrpXF_.js","6211","done",""
"https://www.altermind.studio/_nuxt/DkarDyR2.js","js","200","assets/js/DkarDyR2.js","680","done",""
"https://www.altermind.studio/_nuxt/builds/meta/50578152-4663-43c0-a3a2-ce2d09c99a7f.json","json","200","assets/data/50578152-4663-43c0-a3a2-ce2d09c99a7f.json","187","done",""
"https://www.altermind.studio/_nuxt/CCSNY6yh.js","js","200","assets/js/CCSNY6yh.js","1572","done",""
